feedback_id,feedback_date,source,product_area,product_name,rating_score,sentiment_score,nps_score,linked_case_id,verbatim_text
FB001855,2025-05-17,Social,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.24,9.0,JNL002969,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001856,2025-07-18,Community,Setup & Onboarding,Jonly Cam Indoor,2,-0.21,0.0,,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB001857,2025-07-30,Retailer Review,Mobile App,Jonly Cam Indoor,2,-0.81,,,Still having issues with the Mobile App despite multiple contacts with Jonly support.
FB001858,2025-06-15,In-App Survey,Mobile App,Jonly Cam Indoor,2,-1.0,3.0,JNL004664,My Jonly Cam Indoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB001859,2025-07-20,Post-Contact Survey,Mobile App,Jonly Floodlight Max,2,-0.77,7.0,JNL001074,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001860,2025-07-09,Post-Contact Survey,Mobile App,Jonly Hub Mini,2,-0.67,0.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Hub Mini.
FB001861,2025-07-27,Community,Account & Billing,Jonly Floodlight Max,4,0.07,3.0,JNL004221,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001862,2025-07-08,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.03,5.0,JNL004947,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB001863,2025-06-29,Post-Contact Survey,Mobile App,Jonly Cam Outdoor,3,0.38,7.0,JNL003551,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB001864,2025-07-15,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,2,-0.11,10.0,JNL000631,My Jonly Doorbell Pro from Jonly keeps going offline and support hasn’t fully resolved it.
FB001865,2025-05-09,Retailer Review,Setup & Onboarding,Jonly Cam Outdoor,3,0.25,,JNL002473,"Mixed feelings about my Jonly Cam Outdoor so far, some features are good and some are frustrating."
FB001866,2025-06-03,Post-Contact Survey,Account & Billing,Jonly Hub Mini,4,1.0,10.0,JNL001531,The video quality on my Jonly Hub Mini is excellent and notifications are reliable.
FB001867,2025-05-29,In-App Survey,Account & Billing,Jonly Doorbell Pro,3,-0.47,0.0,JNL004099,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB001868,2025-06-16,Community,Doorbell & Entry,Jonly Doorbell Pro,1,-1.0,9.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB001869,2025-06-14,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,10.0,JNL003097,The Doorbell & Entry experience is much better after the latest update.
FB001870,2025-05-21,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,1,-1.0,7.0,JNL005319,Still having issues with the Subscription & Cloud despite multiple contacts with Jonly support.
FB001871,2025-07-10,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,1.0,9.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001872,2025-07-02,Social,Camera Hardware,Jonly Cam Indoor,3,-0.21,5.0,JNL000455,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001873,2025-05-11,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.41,5.0,JNL004116,The Subscription & Cloud experience is much better after the latest update.
FB001874,2025-07-16,In-App Survey,Account & Billing,Jonly Doorbell Pro,4,0.74,9.0,JNL001266,The Account & Billing experience is much better after the latest update.
FB001875,2025-07-28,Community,Mobile App,Jonly Floodlight Max,5,0.84,9.0,JNL005170,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB001876,2025-06-07,Social,Camera Hardware,Jonly Cam Indoor,2,-0.14,10.0,,My Jonly Cam Indoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB001877,2025-05-16,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,0.0,JNL002123,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001878,2025-06-03,Play Store Review,Mobile App,Jonly Hub Plus,5,0.56,,JNL001774,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB001879,2025-06-25,Community,Camera Hardware,Jonly Cam Outdoor,4,0.86,7.0,JNL000047,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001880,2025-07-04,Post-Contact Survey,Mobile App,Jonly Cam Indoor,4,0.24,10.0,,The Mobile App experience is much better after the latest update.
FB001881,2025-05-22,Social,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.47,0.0,,The overall Jonly experience is okay but there is room for improvement in the Floodlight & Outdoor.
FB001882,2025-06-27,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.42,10.0,JNL001902,The Jonly app is slow and keeps freezing when I check live view on my Jonly Floodlight Max.
FB001883,2025-05-23,App Store Review,Subscription & Cloud,Jonly Secure Subscription,3,-0.01,,JNL001433,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB001884,2025-05-16,App Store Review,Camera Hardware,Jonly Cam Outdoor,4,1.0,,,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001885,2025-05-30,Community,Account & Billing,Jonly Hub Plus,4,0.02,9.0,,The Account & Billing experience is much better after the latest update.
FB001886,2025-07-10,Social,Floodlight & Outdoor,Jonly Floodlight Max,2,-1.0,5.0,JNL003477,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001887,2025-06-29,Community,Floodlight & Outdoor,Jonly Floodlight Max,4,-0.05,7.0,JNL000015,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB001888,2025-07-21,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,4,1.0,10.0,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001889,2025-07-28,Play Store Review,Account & Billing,Jonly Cam Indoor,4,0.72,,,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB001890,2025-06-18,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.39,3.0,JNL003769,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB001891,2025-06-04,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,-0.17,,JNL004449,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001892,2025-05-03,In-App Survey,Setup & Onboarding,Jonly Cam Indoor,5,0.43,3.0,JNL002009,The Setup & Onboarding experience is much better after the latest update.
FB001893,2025-06-28,Community,Camera Hardware,Jonly Cam Indoor,5,0.8,9.0,JNL003360,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001894,2025-06-30,Play Store Review,Setup & Onboarding,Jonly Hub Mini,2,-0.97,,JNL002484,Billing for my Jonly subscription is confusing and feels unreliable.
FB001895,2025-05-15,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,5,0.95,,JNL001791,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001896,2025-07-08,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.5,7.0,JNL001583,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001897,2025-06-29,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,10.0,JNL002426,The Doorbell & Entry experience is much better after the latest update.
FB001898,2025-05-21,App Store Review,Camera Hardware,Jonly Cam Outdoor,1,-1.0,,JNL003604,My Jonly Cam Outdoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB001899,2025-07-18,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,1,-1.0,10.0,JNL002270,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001900,2025-07-17,Retailer Review,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.94,,JNL003866,The Jonly app is slow and keeps freezing when I check live view on my Jonly Floodlight Max.
FB001901,2025-05-01,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,5,0.52,,JNL001909,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001902,2025-06-09,App Store Review,Camera Hardware,Jonly Cam Outdoor,5,0.6,,JNL003142,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001903,2025-06-29,Social,Setup & Onboarding,Jonly Floodlight Max,3,-0.24,0.0,JNL002901,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001904,2025-06-16,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,,JNL003211,The Floodlight & Outdoor experience is much better after the latest update.
FB001905,2025-05-19,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.72,7.0,JNL004691,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001906,2025-07-13,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,JNL003906,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001907,2025-07-22,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,0.98,,JNL003291,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001908,2025-07-25,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,0.82,7.0,JNL001282,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001909,2025-07-01,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.63,,,The Doorbell & Entry experience is much better after the latest update.
FB001910,2025-06-01,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,3,-0.35,5.0,JNL003267,"Mixed feelings about my Jonly Cam Outdoor so far, some features are good and some are frustrating."
FB001911,2025-05-20,In-App Survey,Camera Hardware,Jonly Cam Indoor,4,1.0,10.0,JNL001800,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001912,2025-06-30,Post-Contact Survey,Mobile App,Jonly Hub Mini,1,-0.64,3.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Hub Mini.
FB001913,2025-06-08,Community,Doorbell & Entry,Jonly Doorbell Pro,5,0.54,3.0,JNL003298,The Doorbell & Entry experience is much better after the latest update.
FB001914,2025-07-12,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,1,-1.0,9.0,JNL001114,Still having issues with the Doorbell & Entry despite multiple contacts with Jonly support.
FB001915,2025-06-24,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,1,-0.85,0.0,JNL003930,My Jonly Cam Outdoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB001916,2025-05-08,Play Store Review,Account & Billing,Jonly Cam Outdoor,5,1.0,,JNL002978,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001917,2025-05-22,Post-Contact Survey,Account & Billing,Jonly Secure Subscription,3,0.0,3.0,JNL004358,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001918,2025-05-20,Post-Contact Survey,Setup & Onboarding,Jonly Hub Mini,5,0.5,7.0,JNL003907,"Very happy with my Jonly Hub Mini from Jonly, everything works smoothly."
FB001919,2025-07-26,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,5,1.0,10.0,JNL003172,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001920,2025-05-12,Post-Contact Survey,Setup & Onboarding,Jonly Floodlight Max,5,1.0,9.0,JNL003177,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001921,2025-06-10,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.51,7.0,JNL005148,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001922,2025-07-25,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,JNL002723,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001923,2025-07-23,Post-Contact Survey,Mobile App,Jonly Hub Mini,4,0.42,5.0,,The Mobile App experience is much better after the latest update.
FB001924,2025-05-25,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,2,-1.0,10.0,,My Jonly Cam Outdoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB001925,2025-07-04,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.28,,JNL001583,The Doorbell & Entry experience is much better after the latest update.
FB001926,2025-06-01,App Store Review,Camera Hardware,Jonly Cam Outdoor,3,-0.03,,JNL001152,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001927,2025-06-25,Social,Setup & Onboarding,Jonly Doorbell Pro,1,-1.0,10.0,JNL001797,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB001928,2025-07-02,Community,Account & Billing,Jonly Cam Indoor,2,0.07,10.0,JNL001000,Still having issues with the Account & Billing despite multiple contacts with Jonly support.
FB001929,2025-05-17,Community,Setup & Onboarding,Jonly Floodlight Max,2,-0.47,5.0,,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB001930,2025-07-31,In-App Survey,Setup & Onboarding,Jonly Cam Outdoor,3,-0.05,5.0,,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB001931,2025-05-20,Social,Mobile App,Jonly Floodlight Max,4,0.42,5.0,JNL001581,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001932,2025-06-04,Social,Mobile App,Jonly Doorbell Pro,4,0.21,3.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001933,2025-07-30,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.01,,JNL005158,The overall Jonly experience is okay but there is room for improvement in the Floodlight & Outdoor.
FB001934,2025-06-03,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,0.86,5.0,JNL002472,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001935,2025-05-01,Post-Contact Survey,Mobile App,Jonly Hub Plus,4,-0.25,5.0,JNL001315,"Very happy with my Jonly Hub Plus from Jonly, everything works smoothly."
FB001936,2025-05-15,App Store Review,Account & Billing,Jonly Hub Mini,4,-0.03,,JNL002686,The Account & Billing experience is much better after the latest update.
FB001937,2025-06-12,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.17,,JNL001328,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001938,2025-07-21,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,4,0.74,,JNL004992,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001939,2025-06-27,Play Store Review,Mobile App,Jonly Doorbell Pro,5,0.5,,,The Mobile App experience is much better after the latest update.
FB001940,2025-05-14,Post-Contact Survey,Mobile App,Jonly Doorbell Pro,2,-0.41,10.0,JNL003560,Billing for my Jonly subscription is confusing and feels unreliable.
FB001941,2025-06-13,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,-0.4,5.0,JNL002076,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001942,2025-06-02,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,2,-0.54,5.0,JNL000201,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB001943,2025-05-23,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,5.0,JNL001248,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001944,2025-07-02,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,5,0.94,,JNL005368,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001945,2025-06-25,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,-0.14,,JNL005098,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001946,2025-07-01,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.62,,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001947,2025-05-11,Social,Camera Hardware,Jonly Cam Indoor,5,0.15,7.0,JNL000189,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001948,2025-05-07,In-App Survey,Camera Hardware,Jonly Cam Indoor,4,1.0,3.0,,The Camera Hardware experience is much better after the latest update.
FB001949,2025-05-29,Post-Contact Survey,Account & Billing,Jonly Cam Indoor,4,0.15,10.0,,The Account & Billing experience is much better after the latest update.
FB001950,2025-06-03,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.63,10.0,JNL003141,The Subscription & Cloud experience is much better after the latest update.
FB001951,2025-06-06,App Store Review,Camera Hardware,Jonly Cam Outdoor,4,0.84,,,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001952,2025-06-08,Community,Camera Hardware,Jonly Cam Outdoor,3,-0.25,5.0,JNL004218,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001953,2025-06-25,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,0.74,5.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001954,2025-06-12,Retailer Review,Mobile App,Jonly Cam Outdoor,3,-0.47,,JNL005484,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB001955,2025-06-22,Post-Contact Survey,Account & Billing,Jonly Hub Plus,5,0.34,0.0,JNL005429,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB001956,2025-07-30,In-App Survey,Setup & Onboarding,Jonly Secure Subscription,2,-0.27,3.0,JNL003929,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB001957,2025-07-04,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,3,-0.82,0.0,JNL003086,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001958,2025-06-04,In-App Survey,Account & Billing,Jonly Cam Outdoor,5,0.51,7.0,JNL001729,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001959,2025-07-08,App Store Review,Camera Hardware,Jonly Cam Outdoor,3,-0.33,,,"Mixed feelings about my Jonly Cam Outdoor so far, some features are good and some are frustrating."
FB001960,2025-05-09,Community,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.94,7.0,JNL004587,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001961,2025-05-21,Community,Floodlight & Outdoor,Jonly Floodlight Max,4,0.3,7.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001962,2025-07-14,In-App Survey,Account & Billing,Jonly Doorbell Pro,4,0.1,5.0,JNL004474,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001963,2025-05-23,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,0.76,10.0,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001964,2025-05-16,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.54,,JNL000381,The Doorbell & Entry experience is much better after the latest update.
FB001965,2025-07-31,Social,Camera Hardware,Jonly Cam Indoor,5,1.0,9.0,JNL000677,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB001966,2025-05-06,In-App Survey,Setup & Onboarding,Jonly Doorbell Pro,5,0.68,10.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001967,2025-06-01,In-App Survey,Mobile App,Jonly Doorbell Pro,3,-0.55,10.0,,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB001968,2025-05-02,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.2,5.0,JNL001095,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001969,2025-06-30,Play Store Review,Mobile App,Jonly Secure Subscription,1,-1.0,,JNL000932,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB001970,2025-07-20,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.08,,JNL002103,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001971,2025-06-22,Social,Doorbell & Entry,Jonly Doorbell Pro,4,0.12,5.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001972,2025-07-28,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,1,-0.94,5.0,JNL004046,Billing for my Jonly subscription is confusing and feels unreliable.
FB001973,2025-07-30,App Store Review,Account & Billing,Jonly Doorbell Pro,4,0.77,,JNL005361,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001974,2025-05-03,Social,Camera Hardware,Jonly Cam Indoor,1,-0.91,10.0,JNL003036,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Indoor.
FB001975,2025-06-24,Post-Contact Survey,Mobile App,Jonly Hub Plus,4,0.63,10.0,,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB001976,2025-07-01,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,2,-0.55,9.0,,Billing for my Jonly subscription is confusing and feels unreliable.
FB001977,2025-06-12,Social,Setup & Onboarding,Jonly Secure Subscription,5,0.81,10.0,JNL002603,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001978,2025-05-17,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,3,0.43,,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001979,2025-07-22,Community,Camera Hardware,Jonly Cam Outdoor,3,-0.41,5.0,,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001980,2025-06-04,In-App Survey,Setup & Onboarding,Jonly Hub Mini,4,0.11,7.0,,The Setup & Onboarding experience is much better after the latest update.
FB001981,2025-05-01,Post-Contact Survey,Setup & Onboarding,Jonly Secure Subscription,5,1.0,5.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001982,2025-07-07,Post-Contact Survey,Account & Billing,Jonly Hub Mini,1,-1.0,10.0,JNL004432,The Jonly app is slow and keeps freezing when I check live view on my Jonly Hub Mini.
FB001983,2025-07-09,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,2,-0.68,,JNL003085,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB001984,2025-06-19,App Store Review,Setup & Onboarding,Jonly Floodlight Max,5,0.65,,JNL004149,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001985,2025-05-28,In-App Survey,Account & Billing,Jonly Hub Plus,4,0.99,9.0,JNL000210,"Very happy with my Jonly Hub Plus from Jonly, everything works smoothly."
FB001986,2025-07-18,Play Store Review,Mobile App,Jonly Cam Indoor,2,-0.27,,JNL000282,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Indoor.
FB001987,2025-05-21,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,1,-1.0,9.0,JNL003843,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001988,2025-05-07,Community,Subscription & Cloud,Jonly Secure Subscription,4,0.18,0.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001989,2025-05-07,App Store Review,Camera Hardware,Jonly Cam Indoor,5,0.99,,,The Camera Hardware experience is much better after the latest update.
FB001990,2025-07-04,Play Store Review,Setup & Onboarding,Jonly Cam Indoor,2,-0.66,,,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB001991,2025-05-25,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.75,5.0,JNL004098,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001992,2025-07-21,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.8,,JNL001342,The Subscription & Cloud experience is much better after the latest update.
FB001993,2025-06-29,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.66,,JNL001834,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001994,2025-07-17,In-App Survey,Camera Hardware,Jonly Cam Outdoor,4,0.49,10.0,JNL000500,The Camera Hardware experience is much better after the latest update.
FB001995,2025-07-16,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,9.0,JNL005021,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001996,2025-06-29,Play Store Review,Camera Hardware,Jonly Cam Outdoor,2,-0.01,,,Still having issues with the Camera Hardware despite multiple contacts with Jonly support.
FB001997,2025-07-21,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.67,,JNL004366,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001998,2025-05-05,App Store Review,Subscription & Cloud,Jonly Secure Subscription,4,1.0,,JNL003411,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001999,2025-07-05,Retailer Review,Mobile App,Jonly Secure Subscription,5,0.93,,,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB002000,2025-06-27,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.5,,,The Doorbell & Entry experience is much better after the latest update.
FB002001,2025-05-07,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,2,-0.37,10.0,,My Jonly Doorbell Pro from Jonly keeps going offline and support hasn’t fully resolved it.
FB002002,2025-07-15,Play Store Review,Mobile App,Jonly Floodlight Max,4,0.56,,,The Mobile App experience is much better after the latest update.
FB002003,2025-07-22,Post-Contact Survey,Account & Billing,Jonly Cam Indoor,5,0.97,7.0,,The Account & Billing experience is much better after the latest update.
FB002004,2025-05-17,Community,Camera Hardware,Jonly Cam Indoor,3,-0.58,7.0,JNL000981,"Mixed feelings about my Jonly Cam Indoor so far, some features are good and some are frustrating."
FB002005,2025-07-15,Community,Camera Hardware,Jonly Cam Indoor,5,0.99,7.0,JNL001375,The Camera Hardware experience is much better after the latest update.
FB002006,2025-06-23,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.74,0.0,,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB002007,2025-07-27,Play Store Review,Setup & Onboarding,Jonly Hub Plus,2,-0.84,,JNL002195,Billing for my Jonly subscription is confusing and feels unreliable.
FB002008,2025-05-31,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,1.0,,JNL004076,Customer care resolved my issue quickly and the Jonly app feels great now.
FB002009,2025-07-09,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.83,10.0,JNL000782,Customer care resolved my issue quickly and the Jonly app feels great now.
FB002010,2025-05-28,Community,Subscription & Cloud,Jonly Secure Subscription,3,0.03,9.0,JNL000920,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB002011,2025-05-25,Social,Doorbell & Entry,Jonly Doorbell Pro,3,0.55,5.0,JNL002316,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB002012,2025-05-26,Play Store Review,Account & Billing,Jonly Hub Mini,4,0.4,,JNL004485,The Account & Billing experience is much better after the latest update.
FB002013,2025-07-22,Community,Subscription & Cloud,Jonly Secure Subscription,3,-0.23,9.0,JNL000235,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB002014,2025-05-25,Post-Contact Survey,Setup & Onboarding,Jonly Doorbell Pro,5,0.54,3.0,JNL001016,Customer care resolved my issue quickly and the Jonly app feels great now.
FB002015,2025-07-28,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,3,-0.46,,JNL003027,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB002016,2025-07-10,Social,Camera Hardware,Jonly Cam Indoor,4,0.61,10.0,JNL005194,The Camera Hardware experience is much better after the latest update.
FB002017,2025-06-04,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,5,1.0,9.0,JNL005447,The Camera Hardware experience is much better after the latest update.
FB002018,2025-07-20,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.61,,JNL004955,The Subscription & Cloud experience is much better after the latest update.
FB002019,2025-07-22,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,2,0.35,,JNL002001,Still having issues with the Doorbell & Entry despite multiple contacts with Jonly support.
